From File,To File,Refs
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,32
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,9
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,19
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketTransceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Requestor.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Server.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Responder.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecific.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRequestor.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificResponder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\RPCMetaTestPlugin.java,8
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectData.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificRecord.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificDatumReader.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificData.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumReader.java,13
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericData.java,13
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericArray.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\DatumWriter.java,11
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,9
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,9
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\RandomData.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonEncoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,24
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestSchema.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketTransceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Server.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolSpecific.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectResponder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectRequestor.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\SeekableFileInput.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\file\SeekableInput.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRecord.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericContainer.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\ProtocolTask.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\SpecificCompiler.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\specific\ProtocolTask.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroRuntimeException.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketTransceiver.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\SocketServer.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Requestor.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Responder.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericRequestor.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGeneric.java,11
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\RPCMetaTestPlugin.java,8
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\AvroRemoteException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Encoder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Responder.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,4
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericResponder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,6
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\DatagramTransceiver.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\Transceiver.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\SkipParser.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,12
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Parser.java,16
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,17
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ValidatingDecoder.java,15
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,11
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Symbol.java,71
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,1
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumWriter.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectData.java,11
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Protocol.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\reflect\ReflectDatumReader.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryEncoder.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumReader.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\TestReflect.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\generic\GenericDatumWriter.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestValidatingIO.java,16
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\Decoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\BinaryDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ResolvingDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,7
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\test\java\org\apache\avro\io\TestResolvingIO.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Parser.java,37
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\ParsingDecoder.java,37
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,5
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\AvroTypeException.java,18
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\Schema.java,2
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\Symbol.java,59
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\JsonDecoder.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\io\parsing\JsonGrammarGenerator.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\RPCContext.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\AvroRemoteException.java,3
D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\ipc\RPCContext.java,D:\program\SC_Related\Metric-Tool\example_project\avro-1.2.0\src\java\org\apache\avro\util\Utf8.java,15
